Census Tract,Total Population,California County,ZIP,City,"Drinking Water
Score","Drinking Water Score
Pctl",Arsenic,"Arsenic
Pctl",Cadmium,"Cadmium
Pctl",DBCP,"DBCP
Pctl",HexChrom,"HexChrom
Pctl",Lead,"Lead
Pctl",Nitrate,"Nitrate
Pctl",Perchlorate,"Perchlorate
Pctl",TCE,"TCE
Pctl",THM,"THM
Pctl",Uranium,"Uranium
Pctl","MCL
Violations","MCL
Violations
Pctl","TCR
Violations","TCR
Violations
Pctl"
6007001703,2852,Butte ,95954,Magalia,114.85,12.19,0,0,1.270,99.90,0,0,NA,NA,NA,NA,0.062,14.95,0,0,0,0,0,0,NA,NA,0,0,0,0
6007001800,5640,Butte ,95969,Paradise,265.69,35.96,0,0,0.038,97.88,0,0,NA,NA,NA,NA,0.631,27.64,0,0,0,0,22.115,42.92,NA,NA,0,0,0.908,97.25
6007001900,3373,Butte ,95969,Paradise,255.79,33.88,0,0,0.229,99.47,0,0,NA,NA,0,0,0.206,20.61,0,0,0,0,19.035,38.83,NA,NA,0,0,0.826,96.88
6007002000,5184,Butte ,95969,Paradise,142.58,13.48,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,23.711,43.86,NA,NA,0,0,1.000,98.73
6007002100,4599,Butte ,95969,Paradise,142.58,13.48,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,23.711,43.86,NA,NA,0,0,1.000,98.73
6007002601,2324,Butte ,95966,Oroville,37.29,4.49,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,18.001,37.29,NA,NA,0,0,0,0
6007003100,4396,Butte ,95966,Oroville,37.29,4.49,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,18.001,37.29,NA,NA,0,0,0,0
6007003200,4234,Butte ,95966,Oroville,160.20,14.78,0,0,0.027,97.48,NA,NA,NA,NA,0,0,0.614,27.47,0,0,0,0,17.455,35.25,NA,NA,0,0,0,0
6009000220,5515,Calaveras ,95252,Valley Springs,35.09,4.06,0.001,18.57,0,0,0,0,NA,NA,0,0,0.022,12.67,0,0,0,0,<0.001,3.86,NA,NA,0,0,0,0
6009000503,2330,Calaveras ,95223,Arnold,128.82,12.82,0,0,0,0,0,0,NA,NA,4.976,99.55,0,0,0,0,0,0,12.409,29.27,NA,NA,0,0,0,0
6009000504,942,Calaveras ,95223,Arnold,139.39,13.43,0,0,0,0,0,0,NA,NA,6.988,99.70,0.100,15.62,0,0,0,0,6.245,24.06,NA,NA,0,0,0,0
6015000101,3939,Del Norte,95531,Crescent City,25.62,3.56,0,0,0,0,0,0,NA,NA,0,0,0.419,25.62,0,0,0,0,0,0,NA,NA,0,0,0,0
6017030601,5044,El Dorado,95664,Pilot Hill,87.90,11.59,0,0,0,0,NA,NA,NA,NA,0,0,0.492,26.22,0,0,0,0,37.082,61.68,NA,NA,0,0,0,0
6017030706,6020,El Dorado,95762,El Dorado Hills,38.61,4.76,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,18.699,38.61,NA,NA,0,0,0,0
6017030709,4806,El Dorado,95672,Rescue,38.61,4.76,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,18.699,38.61,NA,NA,0,0,0,0
6017030710,4989,El Dorado,95762,El Dorado Hills,38.61,4.76,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,18.699,38.61,NA,NA,0,0,0,0
6017030807,3986,El Dorado,95682,Shingle Springs,38.61,4.76,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,18.699,38.61,NA,NA,0,0,0,0
6017030808,6897,El Dorado,95762,El Dorado Hills,38.61,4.76,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,18.699,38.61,NA,NA,0,0,0,0
6017030809,2447,El Dorado,95682,Shingle Springs,38.61,4.76,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,18.699,38.61,NA,NA,0,0,0,0
6017030810,3437,El Dorado,95682,Shingle Springs,38.61,4.76,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,18.699,38.61,NA,NA,0,0,0,0
6017031700,2648,El Dorado,95762,El Dorado Hills,38.61,4.76,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,18.699,38.61,NA,NA,0,0,0,0
6017031800,6798,El Dorado,95762,El Dorado Hills,38.61,4.76,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,18.699,38.61,NA,NA,0,0,0,0
6019005513,2952,Fresno ,93611,Clovis,373.57,54.09,0.598,43.82,0,0,0.033,93.51,0,0,1.025,97.10,16.699,90.23,0,0,0,0,27.311,48.91,NA,NA,0,0,0,0
6019005514,3961,Fresno ,93611,Clovis,373.57,54.09,0.598,43.82,0,0,0.033,93.51,0,0,1.025,97.10,16.699,90.23,0,0,0,0,27.311,48.91,NA,NA,0,0,0,0
6019005602,5467,Fresno ,93612,Clovis,373.57,54.09,0.598,43.82,0,0,0.033,93.51,0,0,1.025,97.10,16.699,90.23,0,0,0,0,27.311,48.91,NA,NA,0,0,0,0
6019005606,3847,Fresno ,93612,Clovis,373.57,54.09,0.598,43.82,0,0,0.033,93.51,0,0,1.025,97.10,16.699,90.23,0,0,0,0,27.311,48.91,NA,NA,0,0,0,0
6019005701,3697,Fresno ,93611,Clovis,373.57,54.09,0.598,43.82,0,0,0.033,93.51,0,0,1.025,97.10,16.699,90.23,0,0,0,0,27.311,48.91,NA,NA,0,0,0,0
6019005702,5243,Fresno ,93611,Clovis,373.57,54.09,0.598,43.82,0,0,0.033,93.51,0,0,1.025,97.10,16.699,90.23,0,0,0,0,27.311,48.91,NA,NA,0,0,0,0
6019005703,5176,Fresno ,93611,Clovis,373.57,54.09,0.598,43.82,0,0,0.033,93.51,0,0,1.025,97.10,16.699,90.23,0,0,0,0,27.311,48.91,NA,NA,0,0,0,0
6019005704,5542,Fresno ,93612,Clovis,373.57,54.09,0.598,43.82,0,0,0.033,93.51,0,0,1.025,97.10,16.699,90.23,0,0,0,0,27.311,48.91,NA,NA,0,0,0,0
6019005801,4856,Fresno ,93727,Fresno,373.57,54.09,0.598,43.82,0,0,0.033,93.51,0,0,1.025,97.10,16.699,90.23,0,0,0,0,27.311,48.91,NA,NA,0,0,0,0
6019007901,5652,Fresno ,93210,Coalinga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6023000100,4901,Humboldt ,95501,Eureka,24.38,3.53,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,6.725,24.38,NA,NA,0,0,0,0
6023000200,6211,Humboldt ,95501,Eureka,24.36,3.51,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,6.725,24.36,NA,NA,0,0,0,0
6023000300,5544,Humboldt ,95503,Eureka,65.27,9.84,0.124,26.32,0,0,0,0,NA,NA,0,0,0.058,14.86,0,0,0,0,6.272,24.09,NA,NA,0,0,0,0
6023000400,3873,Humboldt ,95503,Eureka,68.33,10.02,0.191,29.05,0,0,NA,NA,NA,NA,0,0,0.090,15.31,0,0,0,0,6.025,23.97,NA,NA,0,0,0,0
6023000500,4263,Humboldt ,95501,Eureka,50.73,7.50,0.001,18.48,0,0,0,0,NA,NA,0,0,0.001,7.92,0,0,0,0,6.721,24.32,NA,NA,0,0,0,0
6023000600,4866,Humboldt ,95501,Eureka,24.36,3.51,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,6.725,24.36,NA,NA,0,0,0,0
6023000700,5360,Humboldt ,95503,Eureka,76.30,10.53,0.417,36.12,0,0,0,0,NA,NA,0,0,0.196,17.16,0,0,0,0,5.205,23.03,NA,NA,0,0,0,0
6023000800,4668,Humboldt ,95503,Eureka,97.10,11.74,0.783,52.62,0,0,0,0,NA,NA,0,0,0.368,23.30,0,0,0,0,3.868,21.18,NA,NA,0,0,0,0
6023000900,5074,Humboldt ,95524,Bayside,55.36,8.59,0.026,22.67,0,0,0,0,NA,NA,0,0,0.012,8.42,0,0,0,0,6.654,24.27,NA,NA,0,0,0,0
6023001000,5906,Humboldt ,95521,Arcata,24.52,3.55,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,6.876,24.52,NA,NA,0,0,0,0
6023001101,6350,Humboldt ,95521,Arcata,24.52,3.55,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,6.876,24.52,NA,NA,0,0,0,0
6023001200,4686,Humboldt ,95550,Korbel,37.73,4.50,0,0,0,0,0,0,NA,NA,0,0,0.034,13.43,0,0,0,0,6.719,24.30,NA,NA,0,0,0,0
6023001300,1479,Humboldt ,95521,Arcata,32.65,3.68,0,0,0,0,0,0,NA,NA,NA,NA,0.006,8.16,0,0,0,0,6.866,24.49,NA,NA,0,0,0,0
6023010102,2884,Humboldt ,95546,Hoopa,127.21,12.67,0.406,35.14,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0.006,92.08,0,0
6023010300,3607,Humboldt ,95525,Blue Lake,32.55,3.66,0,0,0,0,NA,NA,NA,NA,0,0,0.014,8.51,0,0,0,0,6.125,24.04,NA,NA,0,0,0,0
6023010400,3688,Humboldt ,95519,McKinleyville,49.24,7.48,0,0,0,0,NA,NA,NA,NA,NA,NA,0.400,23.50,0,0,0,0,8.538,25.74,NA,NA,0,0,0,0
6023010501,6635,Humboldt ,95519,McKinleyville,41.42,4.81,0,0,0,0,0,0,NA,NA,NA,NA,0.092,15.41,0,0,0,0,8.732,26.01,NA,NA,0,0,0,0
6023010502,5281,Humboldt ,95519,McKinleyville,26.00,3.58,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,8.721,26.00,NA,NA,0,0,0,0
6023010600,1798,Humboldt ,95503,Eureka,87.86,11.57,0.611,44.35,0,0,0,0,NA,NA,0,0,0.287,22.21,0,0,0,0,4.012,21.30,NA,NA,0,0,0,0
6023010700,6940,Humboldt ,95503,Eureka,90.56,11.62,0.651,46.39,0,0,0,0,NA,NA,0,0,0.306,22.31,0,0,0,0,4.340,21.86,NA,NA,0,0,0,0
6023011600,4133,Humboldt ,95514,Blocksburg,77.75,10.80,0.225,29.82,0,0,NA,NA,NA,NA,0,0,0.365,23.25,0,0,0,0,6.948,24.68,NA,NA,0,0,0,0
6023940000,3041,Humboldt ,95546,Hoopa,36.09,4.11,0.417,36.09,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0
6029004302,5710,Kern ,93280,Wasco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6029004601,5363,Kern ,93215,Delano,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6029004603,490,Kern ,93215,Delano,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6029004901,5733,Kern ,93215,Delano,284.50,38.52,0.686,47.83,0,0,0.024,90.90,NA,NA,0,0,1.400,38.50,0,0,0,0,0.100,7.27,NA,NA,21.000,100.00,0,0
6029004902,8349,Kern ,93215,Delano,284.50,38.52,0.686,47.83,0,0,0.024,90.90,NA,NA,0,0,1.400,38.50,0,0,0,0,0.100,7.27,NA,NA,21.000,100.00,0,0
6029005003,3543,Kern ,93215,Delano,284.50,38.52,0.686,47.83,0,0,0.024,90.90,NA,NA,0,0,1.400,38.50,0,0,0,0,0.100,7.27,NA,NA,21.000,100.00,0,0
6029005004,7219,Kern ,93215,Delano,284.50,38.52,0.686,47.83,0,0,0.024,90.90,NA,NA,0,0,1.400,38.50,0,0,0,0,0.100,7.27,NA,NA,21.000,100.00,0,0
6031001602,12118,Kings ,93212,Corcoran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6031981800,6423,Kings ,93204,Avenal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6033000701,4343,Lake ,95422,Clearlake,99.01,11.95,0.090,25.19,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,47.431,73.82,NA,NA,0,0,0,0
6033000702,4029,Lake ,95457,Lower Lake,107.75,12.12,0.011,19.75,0,0,0,0,NA,NA,0,0,1.435,38.60,0,0,0,0,28.359,49.40,NA,NA,0,0,0,0
6033000802,4234,Lake ,95422,Clearlake,111.05,12.15,0.040,23.25,0,0,0,0,NA,NA,0,0,0.027,13.27,0,0,0,0,48.748,74.53,NA,NA,0,0,0,0
6037320000,0,Los Angeles,91608,Universal City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6037551600,31,Los Angeles,90242,Downey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6037599000,3569,Los Angeles,90704,Avalon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6037599100,527,Los Angeles,90704,Avalon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6037901003,6188,Los Angeles,93536,Lancaster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6037920200,6920,Los Angeles,91384,Castaic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6037980001,0,Los Angeles,91505,Burbank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6037980002,0,Los Angeles,90745,Carson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6037980005,0,Los Angeles,90501,Torrance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6037980006,0,Los Angeles,90808,Long Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6037980007,0,Los Angeles,90803,Long Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6037980020,0,Los Angeles,91352,Sun Valley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6037980025,0,Los Angeles,90745,Carson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6037980030,0,Los Angeles,90245,El Segundo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6041101100,2569,Marin ,94945,Novato,157.85,14.27,0.082,24.90,0,0,0,0,0,0,0.032,80.35,0.017,9.02,0,0,0,0,23.173,43.58,NA,NA,0,0,0,0
6041101200,2682,Marin ,94945,Novato,157.85,14.27,0.082,24.90,0,0,0,0,0,0,0.032,80.35,0.017,9.02,0,0,0,0,23.173,43.58,NA,NA,0,0,0,0
6041102100,2295,Marin ,94945,Novato,157.85,14.27,0.082,24.90,0,0,0,0,0,0,0.032,80.35,0.017,9.02,0,0,0,0,23.173,43.58,NA,NA,0,0,0,0
6041102202,5885,Marin ,94945,Novato,157.85,14.27,0.082,24.90,0,0,0,0,0,0,0.032,80.35,0.017,9.02,0,0,0,0,23.173,43.58,NA,NA,0,0,0,0
6041102203,4753,Marin ,94945,Novato,157.85,14.27,0.082,24.90,0,0,0,0,0,0,0.032,80.35,0.017,9.02,0,0,0,0,23.173,43.58,NA,NA,0,0,0,0
6041103100,7168,Marin ,94947,Novato,157.85,14.27,0.082,24.90,0,0,0,0,0,0,0.032,80.35,0.017,9.02,0,0,0,0,23.173,43.58,NA,NA,0,0,0,0
6041103200,6504,Marin ,94947,Novato,157.85,14.27,0.082,24.90,0,0,0,0,0,0,0.032,80.35,0.017,9.02,0,0,0,0,23.173,43.58,NA,NA,0,0,0,0
6041104101,7819,Marin ,94947,Novato,157.85,14.27,0.082,24.90,0,0,0,0,0,0,0.032,80.35,0.017,9.02,0,0,0,0,23.173,43.58,NA,NA,0,0,0,0
6041104102,5135,Marin ,94947,Novato,157.85,14.27,0.082,24.90,0,0,0,0,0,0,0.032,80.35,0.017,9.02,0,0,0,0,23.173,43.58,NA,NA,0,0,0,0
6041104200,5722,Marin ,94949,Novato,157.34,14.13,0.082,24.77,0,0,0,0,0,0,0.032,79.92,0.017,9.05,0,0,0,0,23.173,43.60,NA,NA,0,0,0,0
6041104300,1530,Marin ,94949,Novato,157.85,14.27,0.082,24.90,0,0,0,0,0,0,0.032,80.35,0.017,9.02,0,0,0,0,23.173,43.58,NA,NA,0,0,0,0
6041105000,6590,Marin ,94949,Novato,160.68,14.79,0.080,24.67,0,0,0,0,0,0,0.032,79.85,0.019,12.55,0,0,0,0,23.187,43.61,NA,NA,0,0,0,0
6041106001,4048,Marin ,94903,San Rafael,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041106002,5625,Marin ,94903,San Rafael,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041107000,6142,Marin ,94903,San Rafael,155.45,14.03,0.001,18.50,0,0,0,0,0,0,0.016,77.36,0.108,15.70,0,0,0,0,23.737,43.90,NA,NA,0,0,0,0
6041108100,6406,Marin ,94903,San Rafael,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041108200,6836,Marin ,94903,San Rafael,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041109001,3853,Marin ,94901,San Rafael,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041109002,3956,Marin ,94901,San Rafael,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041110100,5849,Marin ,94901,San Rafael,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041110200,5327,Marin ,94901,San Rafael,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041111000,5852,Marin ,94901,San Rafael,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041112100,4315,Marin ,94901,San Rafael,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041112201,7809,Marin ,94901,San Rafael,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041112202,4217,Marin ,94901,San Rafael,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041113000,3656,Marin ,94963,San Geronimo,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041114100,5133,Marin ,94930,Fairfax,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041114200,3087,Marin ,94930,Fairfax,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041115000,7249,Marin ,94960,San Anselmo,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041116000,3070,Marin ,94960,San Anselmo,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041117000,4527,Marin ,94960,San Anselmo,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041118100,2407,Marin ,94960,San Anselmo,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041119100,4609,Marin ,94904,Greenbrae,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041119201,3288,Marin ,94904,Greenbrae,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041119202,3361,Marin ,94904,Greenbrae,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041120000,6027,Marin ,94939,Larkspur,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041121100,5175,Marin ,94925,Corte Madera,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041121200,5601,Marin ,94925,Corte Madera,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041122000,4854,Marin ,94964,San Quentin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6041123000,2074,Marin ,94920,Belvedere Tiburon,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041124100,5441,Marin ,94920,Belvedere Tiburon,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041125000,4262,Marin ,94941,Mill Valley,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041126100,5808,Marin ,94941,Mill Valley,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041126200,4249,Marin ,94941,Mill Valley,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041127000,4579,Marin ,94941,Mill Valley,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041128100,6505,Marin ,94941,Mill Valley,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041128200,4582,Marin ,94941,Mill Valley,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041129000,2359,Marin ,94965,Sausalito,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041130201,3191,Marin ,94965,Sausalito,140.96,13.44,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,25.153,47.47,NA,NA,0,0,0,0
6041130202,4453,Marin ,94965,Sausalito,137.87,13.40,0,0,0,0,0,0,0,0,0.016,77.32,0.109,16.17,0,0,0,0,23.754,44.38,NA,NA,0,0,0,0
6041131100,1038,Marin ,94930,Fairfax,148.42,13.83,0,0,0,0,0,0,0,0,0.016,77.32,0.369,23.34,0,0,0,0,25.895,47.75,NA,NA,0,0,0,0
6041132100,2311,Marin ,94970,Stinson Beach,410.69,59.74,1.782,75.30,0,0,0,0,0,0,0.002,74.23,5.208,64.07,0,0,0,0,59.500,97.70,NA,NA,10.692,99.39,0,0
6045011001,1952,Mendocino ,95432,Elk,156.37,14.08,0.164,27.96,0,0,0,0,NA,NA,NA,NA,2.141,42.60,<0.001,77.18,0,0,0.205,8.64,NA,NA,0,0,0,0
6045011400,4469,Mendocino ,95482,Ukiah,63.46,9.75,0,0,0,0,0,0,0,0,0,0,1.416,38.57,0,0,0,0,7.434,24.88,NA,NA,0,0,0,0
6045011500,6739,Mendocino ,95482,Ukiah,63.95,9.79,0,0,0,0,0,0,0,0,0,0,1.409,38.56,0,0,0,0,7.948,25.39,NA,NA,0,0,0,0
6045011600,5802,Mendocino ,95482,Ukiah,63.44,9.74,0,0,0,0,0,0,NA,NA,0,0,1.462,38.74,0,0,0,0,7.066,24.70,NA,NA,0,0,0,0
6047000602,3550,Merced ,95301,Atwater,392.68,57.13,4.664,96.64,0,0,0.032,93.24,NA,NA,0.261,92.24,34.072,99.77,0,0,0,0,0.435,10.78,NA,NA,0,0,0,0
6047000701,3191,Merced ,95301,Atwater,392.68,57.13,4.664,96.64,0,0,0.032,93.24,NA,NA,0.261,92.24,34.072,99.77,0,0,0,0,0.435,10.78,NA,NA,0,0,0,0
6053000701,6439,Monterey ,93905,Salinas,184.45,17.35,4.611,96.55,0,0,0,0,NA,NA,0,0,14.083,87.90,0,0,0,0,0,0,NA,NA,0,0,0,0
6053000702,6371,Monterey ,93905,Salinas,184.45,17.35,4.611,96.55,0,0,0,0,NA,NA,0,0,14.083,87.90,0,0,0,0,0,0,NA,NA,0,0,0,0
6053010604,5512,Monterey ,93905,Salinas,184.45,17.35,4.611,96.55,0,0,0,0,NA,NA,0,0,14.083,87.90,0,0,0,0,0,0,NA,NA,0,0,0,0
6053010605,4219,Monterey ,93905,Salinas,184.45,17.35,4.611,96.55,0,0,0,0,NA,NA,0,0,14.083,87.90,0,0,0,0,0,0,NA,NA,0,0,0,0
6053010607,4430,Monterey ,93905,Salinas,184.45,17.35,4.611,96.55,0,0,0,0,NA,NA,0,0,14.083,87.90,0,0,0,0,0,0,NA,NA,0,0,0,0
6053012401,1682,Monterey ,93950,Pacific Grove,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6053012402,2987,Monterey ,93950,Pacific Grove,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
